City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Weather
450,Makakilo City,Us,21.3469,-158.0858,80.19,81,100,8.05,overcast clouds
451,Esmeraldas,Br,-19.7625,-44.3139,66.31,50,55,7.36,broken clouds
452,Chon Daen,Th,16.1895,100.8596,77.0,89,100,5.99,light rain
453,Morar,In,26.2261,78.2261,95.61,12,0,2.3,clear sky
454,Sibolga,Id,1.7427,98.7792,76.95,88,62,2.93,broken clouds
455,Sioux Lookout,Ca,50.1001,-91.917,51.87,66,100,3.44,overcast clouds
456,Buta,Cd,2.7858,24.73,72.84,90,96,2.62,light rain
457,Kathmandu,Np,27.7167,85.3167,70.02,73,40,2.3,scattered clouds
458,Liwale,Tz,-9.7667,37.9333,71.37,75,100,3.11,overcast clouds
459,Yuncheng,Cn,35.0231,110.9928,62.13,71,96,5.21,overcast clouds
460,Chama,Ch,47.1821,8.4636,68.16,68,83,8.05,light rain
461,Harindanga,In,22.0383,88.3214,84.56,84,67,15.66,broken clouds
462,San Angelo,Us,31.4638,-100.437,105.89,14,0,10.0,clear sky
463,Ostersund,Se,63.1792,14.6357,54.05,47,0,19.57,clear sky
464,Tefe,Br,-3.3542,-64.7114,76.89,63,92,1.79,overcast clouds
465,Barranca,Pe,-10.75,-77.7667,69.53,75,20,9.86,few clouds
466,Namatanai,Pg,-3.6667,152.4333,78.78,82,16,4.61,few clouds
467,Roma,Us,43.2128,-75.4557,60.73,94,100,7.0,light rain
468,Siavonga,Zm,-16.5382,28.7088,74.7,49,94,6.46,overcast clouds
469,North Bend,Us,43.4065,-124.2243,57.16,77,100,10.36,light rain
470,Mubende,Ug,0.5606,31.39,61.59,91,46,1.7,scattered clouds
471,Haysville,Us,37.5645,-97.3523,87.31,48,0,12.66,clear sky
472,Katherine,Au,-14.4667,132.2667,66.52,68,3,5.75,clear sky
473,Christchurch,Nz,-43.5333,172.6333,47.95,79,100,6.91,light rain
474,Bangassou,Cf,4.7413,22.8184,70.7,99,99,6.11,moderate rain
475,Togur,Ru,58.3631,82.8265,52.56,83,100,7.14,overcast clouds
476,Waycross,Us,31.2136,-82.354,95.05,37,0,10.36,clear sky
477,Sao Joao Da Barra,Br,-21.6403,-41.0511,71.47,49,0,10.02,clear sky
478,Rio Grande,Br,-32.035,-52.0986,59.95,78,50,12.1,scattered clouds
479,Sabang,Id,5.8933,95.3214,83.16,78,100,13.67,overcast clouds
480,Andenes,No,69.3143,16.1194,40.98,81,0,5.75,clear sky
481,Puteyets,Ru,65.1716,57.091,35.74,68,93,13.13,overcast clouds
482,Uruzgan,Af,32.8333,66.0,67.17,21,0,5.26,clear sky
483,Porto Santo,Pt,33.072,-16.3415,68.38,83,40,5.75,scattered clouds
484,Benito Juarez,Mx,19.385,-99.165,82.99,16,55,8.01,broken clouds
485,Banda Aceh,Id,5.5577,95.3222,80.35,82,100,8.7,overcast clouds
486,Ayagoz,Kz,47.9714,80.4392,56.05,87,71,2.19,broken clouds
487,Devils Lake,Us,48.1128,-98.8651,51.78,93,100,11.5,moderate rain
488,Malangwa,Np,26.8568,85.5581,83.75,64,3,17.78,clear sky
489,Carndonagh,Ie,55.25,-7.2667,60.42,73,7,12.66,clear sky
490,Novokuznetsk,Ru,53.7557,87.1099,61.2,77,100,9.64,overcast clouds
491,Chicaman,Gt,15.4,-90.7667,72.77,63,100,1.77,overcast clouds
492,Adwa,Et,14.1646,38.8955,70.34,22,8,4.59,clear sky
493,Bereda,Es,43.2686,-7.5406,60.58,87,94,3.18,overcast clouds
494,Imphal,In,24.8167,93.95,66.96,97,100,3.62,overcast clouds
495,Kotka,Fi,60.4664,26.9458,47.46,65,11,6.35,few clouds
496,Kortkeros,Ru,61.8106,51.5806,37.4,83,100,6.58,overcast clouds
497,Mitsamiouli,Km,-11.3847,43.2844,79.2,73,77,11.27,broken clouds
498,Ust-Maya,Ru,60.4167,134.5333,37.94,86,99,5.86,overcast clouds
499,Orlik,Ru,52.5178,99.825,51.94,45,42,2.66,scattered clouds
500,Koshigaya,Jp,35.8833,139.7833,67.05,66,100,1.1,overcast clouds
501,Koungheul,Sn,13.9833,-14.8,99.0,8,9,1.9,clear sky
502,Chissamba,Ao,-12.1667,17.3333,61.59,52,2,2.89,clear sky
503,Ketchikan,Us,55.3422,-131.6461,46.38,75,95,1.7,overcast clouds
504,Griffith,Us,41.5284,-87.4237,87.31,44,0,11.5,clear sky
505,Kargopol,Ru,61.5071,38.9456,30.36,92,11,5.82,few clouds
506,Tombouctou,Ml,20.0,-3.0,96.03,7,100,6.69,overcast clouds
507,Healdsburg,Us,38.6105,-122.8692,89.98,26,0,16.11,clear sky
508,Itacare,Br,-14.2775,-38.9967,76.48,56,100,9.8,overcast clouds
509,Ayolas,Py,-27.4,-56.9,60.73,68,70,2.19,broken clouds
510,Biak,Id,-0.9131,122.8766,76.62,85,95,5.39,overcast clouds
511,Strezhevoy,Ru,60.7333,77.5889,48.61,90,28,9.42,scattered clouds
512,Surt,Ly,31.2089,16.5887,68.88,83,0,11.9,clear sky
513,Aripuana,Br,-9.1667,-60.6333,78.49,36,41,2.35,scattered clouds
514,Soanierana Ivongo,Mg,-16.9167,49.5833,69.39,91,100,7.74,overcast clouds
515,San Quintin,Mx,30.4833,-115.95,65.23,64,2,9.66,clear sky
516,Casablanca,Ma,33.5928,-7.6192,77.22,78,67,5.99,broken clouds
517,Gravdal,No,68.1214,13.5031,46.29,71,0,5.75,clear sky
518,Port-Gentil,Ga,-0.7193,8.7815,78.42,86,100,8.63,light rain
519,Rawson,Ar,-43.3002,-65.1023,58.84,35,53,2.55,broken clouds
520,Mangrol,In,21.1167,70.1167,81.61,78,3,13.38,clear sky
521,Angoche,Mz,-16.2325,39.9086,75.15,73,5,4.05,clear sky
522,Zelenoborskiy,Ru,66.845,32.3622,34.99,73,67,4.21,broken clouds
523,Moroni,Km,-11.7022,43.2551,77.18,75,25,5.01,scattered clouds
524,Maputo,Mz,-25.9653,32.5892,72.23,80,0,9.22,clear sky
525,Lodja,Cd,-3.4833,23.4333,73.85,80,69,1.16,broken clouds
526,Shahpur,In,16.7,76.8333,77.88,82,100,13.78,very heavy rain
527,Miramar,Us,25.9873,-80.2323,91.99,68,0,18.41,clear sky
528,Kisanga,Tz,-7.4362,37.7034,71.15,77,90,1.7,overcast clouds
529,Beyneu,Kz,45.3167,55.2,73.6,35,43,9.8,scattered clouds
530,Poronaysk,Ru,49.2167,143.1167,43.11,86,100,2.48,overcast clouds
531,Viet Tri,Vn,21.3019,105.4308,75.15,91,92,5.97,overcast clouds
532,Arman,Ru,59.7,150.1667,34.07,99,100,3.6,light snow
533,Campbellsville,Us,37.3434,-85.3419,85.14,49,25,4.0,scattered clouds
534,Altay,Cn,47.8667,88.1167,61.09,59,100,1.21,overcast clouds
535,Brasileia,Br,-11.0161,-68.7481,79.74,35,46,2.51,scattered clouds
536,Skjervoy,No,70.0311,20.9714,37.4,78,94,7.58,overcast clouds
537,Khawhai,In,23.3667,93.1167,59.13,99,100,0.76,overcast clouds
538,Nakhon Phanom,Th,17.3333,104.4167,75.16,94,96,5.01,light rain
539,Matara,Lk,5.9485,80.5353,77.45,92,68,7.85,broken clouds
540,Coos Bay,Us,43.3665,-124.2179,58.32,77,100,10.36,overcast clouds
541,Anadyr,Ru,64.75,177.4833,39.0,80,97,5.99,overcast clouds
542,Talnakh,Ru,69.4865,88.3972,30.22,88,95,5.68,overcast clouds
543,El Tocuyo,Ve,9.7873,-69.7937,84.96,44,100,10.54,overcast clouds
544,Tucurui,Br,-3.7661,-49.6725,80.47,79,97,0.72,overcast clouds
545,Ulety,Ru,51.3572,112.4849,53.51,59,86,4.03,overcast clouds
546,Penzance,Gb,50.1186,-5.5371,56.08,84,100,9.26,overcast clouds
547,Zachepylivka,Ua,49.1939,35.2394,53.1,73,82,8.25,broken clouds
548,Abha,Sa,18.2164,42.5053,70.2,16,6,13.51,clear sky
549,Svetlogorsk,By,52.6333,29.7333,51.98,85,99,6.98,overcast clouds
550,Westport,Us,41.1415,-73.3579,62.1,88,100,6.91,overcast clouds
551,Yola,Ng,9.2,12.4833,83.52,54,43,1.48,scattered clouds
552,Nabire,Id,-3.3667,135.4833,75.11,93,100,2.64,overcast clouds
553,Dakar,Sn,14.6937,-17.4441,77.88,85,9,19.1,clear sky
554,Salinas,Us,36.6777,-121.6555,90.0,73,6,8.81,clear sky
555,Mana,Gf,5.6592,-53.7767,81.28,74,27,6.33,scattered clouds
556,Mandera,Ke,3.9366,41.867,84.78,45,35,11.21,scattered clouds
557,Sumter,Us,28.7086,-82.0831,94.06,53,100,8.52,overcast clouds
558,Farafenni,Gm,13.5667,-15.6,88.3,36,19,17.02,few clouds
559,Vestmanna,Fo,62.1564,-7.1664,47.32,100,100,16.11,light rain
560,Lavrentiya,Ru,65.5833,-171.0,33.76,99,94,6.98,overcast clouds
561,Salalah,Om,17.0151,54.0924,80.65,78,35,2.44,scattered clouds
562,Castelletto Sopra Ticino,It,45.72,8.6336,75.4,64,0,3.44,clear sky
563,Gharo,Pk,24.7424,67.5856,82.62,80,0,15.7,clear sky
564,Vidisha,In,23.5333,77.8167,94.01,18,0,9.35,clear sky
565,Corinto,Gr,37.9407,22.9573,64.42,45,0,6.6,clear sky
566,Kuryk,Kz,43.2,51.65,66.38,46,21,7.02,few clouds
567,Bilibino,Ru,68.0546,166.4372,35.89,100,100,2.21,overcast clouds
568,Tecoanapa,Mx,16.5167,-98.75,88.47,47,11,13.51,few clouds
569,Tornio,Fi,65.8481,24.1466,37.42,75,13,6.24,few clouds
570,Letlhakeng,Bw,-24.0944,25.0298,61.38,47,39,7.14,scattered clouds
571,Puri,In,19.8,85.85,81.12,87,100,22.37,overcast clouds
572,Tigil,Ru,57.8,158.6667,42.66,91,100,6.58,light rain
573,Emerald,Au,-23.5333,148.1667,62.35,69,100,13.53,overcast clouds
574,Limoges,Fr,45.75,1.3333,73.96,68,0,0.0,clear sky
575,Banjar,Id,-8.19,114.9675,77.67,89,100,3.22,overcast clouds
576,Sitka,Us,57.0531,-135.33,57.79,58,100,4.85,overcast clouds
577,Coracora,Pe,-15.0333,-73.7833,59.9,37,56,10.85,broken clouds
578,Gat,Il,31.61,34.7642,75.4,51,0,5.97,clear sky
579,Kyle,Us,29.9984,-97.8715,97.72,20,36,19.15,scattered clouds
580,Bac Lieu,Vn,9.285,105.7244,80.8,84,100,7.45,overcast clouds
581,Dulce Nombre De Culmi,Hn,15.1,-85.5333,79.93,78,50,5.48,scattered clouds
582,Ginda,In,30.6945,78.4932,63.86,38,0,8.41,clear sky
583,Jining,Cn,35.405,116.5814,59.83,74,0,4.45,clear sky
584,Ngunguru,Nz,-35.6167,174.5,59.4,85,96,12.95,overcast clouds
585,Puerto Suarez,Bo,-18.95,-57.8,73.49,25,20,3.65,few clouds
586,Champerico,Gt,14.3,-91.9167,87.39,62,89,10.27,overcast clouds
587,Tucuma,Br,-0.1833,-50.05,75.22,96,100,3.6,moderate rain
588,Puiesti,Ro,46.4167,27.5,59.68,63,73,3.06,broken clouds
589,Ransang,Ph,8.9603,117.5828,79.54,86,36,3.67,scattered clouds
590,Quelimane,Mz,-17.8786,36.8883,69.55,92,0,3.87,clear sky
591,Petropavlovsk-Kamchatskiy,Ru,53.0452,158.6483,37.99,100,100,4.47,overcast clouds
592,Qaqortoq,Gl,60.7167,-46.0333,39.07,63,10,6.02,clear sky
593,Naron,Es,43.5167,-8.1528,62.6,86,100,3.78,overcast clouds
594,Laramie,Us,41.3114,-105.5911,72.95,23,84,33.08,broken clouds
595,Tatawin,Tn,32.9297,10.4518,70.48,49,0,14.45,clear sky
596,Sokoni,Tz,-6.4333,39.55,80.28,72,84,12.39,broken clouds
597,Benbrook,Us,32.6732,-97.4606,97.68,39,0,24.16,clear sky
598,Ibb,Ye,13.9667,44.1833,69.89,46,11,3.8,few clouds
599,Zheleznodorozhnyy,Ru,55.7503,38.0042,46.92,89,66,6.33,broken clouds
600,Mount Darwin,Zw,-16.7725,31.5838,63.03,63,43,2.19,scattered clouds
601,Igunga,Tz,-4.2833,33.8833,68.74,42,100,7.2,overcast clouds
602,Dalaba,Gn,10.7,-12.25,74.84,61,98,4.36,overcast clouds
603,Machali,Cl,-34.1833,-70.6667,63.45,43,100,2.93,overcast clouds
604,Tiruchchendur,In,8.4833,78.1167,81.34,79,84,20.42,broken clouds
605,Bull Savanna,Jm,17.8868,-77.5902,83.73,62,66,19.71,broken clouds
606,Chifeng,Cn,42.2683,118.9636,57.45,40,2,5.3,clear sky
607,Camana,Pe,-16.6228,-72.7111,68.94,71,74,7.76,broken clouds
608,Alice Town,Bs,25.7167,-79.3,82.26,74,23,7.45,few clouds
609,Chapais,Ca,49.7834,-74.8492,56.16,56,100,5.57,overcast clouds
610,Solnechnyy,Ru,50.7214,136.6319,33.75,94,26,3.49,scattered clouds
611,Deputatskiy,Ru,69.3,139.9,26.62,97,100,3.69,overcast clouds
612,Greifswald,De,54.1,13.3833,64.94,85,100,9.89,overcast clouds
613,Huarmey,Pe,-10.0681,-78.1522,71.62,75,39,11.79,scattered clouds
614,Lobatse,Bw,-25.2167,25.6667,55.15,50,15,3.49,few clouds
615,Binzhou,Cn,37.3667,118.0167,64.04,53,12,7.92,few clouds
616,Pangkalanbuun,Id,-2.6833,111.6167,73.8,98,67,1.68,broken clouds
617,Sola,Vu,-13.8833,167.55,81.82,76,20,15.43,few clouds
618,Baghdad,Iq,33.3406,44.4009,91.78,13,97,10.38,overcast clouds
619,Killybegs,Ie,54.6333,-8.45,56.91,77,57,22.41,broken clouds
620,Vanimo,Pg,-2.6741,141.3028,77.77,87,85,2.8,light rain
621,Palmas,Br,-10.2128,-48.3603,75.31,50,100,3.78,overcast clouds
622,Lompoc,Us,34.6391,-120.4579,85.69,63,0,14.97,clear sky
623,Kattivakkam,In,13.2167,80.3167,85.06,72,86,15.73,overcast clouds
624,Miri,My,4.4148,114.0089,78.39,86,100,6.33,light rain
625,Nieuw Amsterdam,Sr,5.8833,-55.0833,86.02,79,51,7.27,broken clouds
626,Tabuk,Ph,17.4189,121.4443,73.49,95,100,1.97,overcast clouds
627,Mae Sot,Th,16.7167,98.5667,75.13,97,100,1.03,overcast clouds
628,Kamina,Cd,-8.7386,24.9906,68.81,58,12,3.47,few clouds
629,Usogorsk,Ru,63.4106,48.6872,36.84,75,100,6.67,overcast clouds
630,Aykhal,Ru,66.0,111.5,33.84,97,100,10.22,overcast clouds
631,Tatarani,Ro,45.0,25.2667,56.48,99,12,5.79,few clouds
632,Yoichi,Jp,43.2039,140.7703,52.59,91,71,6.35,broken clouds
633,Sao Jose Da Coroa Grande,Br,-8.8978,-35.1478,80.58,80,92,15.1,overcast clouds
634,Kolyvan,Ru,55.3053,82.7391,58.62,45,0,16.11,clear sky
635,Benguela,Ao,-12.5763,13.4055,73.08,79,0,6.06,clear sky
636,Fasa,Ir,28.9383,53.6482,78.3,12,0,7.85,clear sky
637,Brownsville,Us,25.9018,-97.4975,91.09,61,11,11.99,few clouds
638,Praia,Cv,14.9215,-23.5087,75.74,69,0,12.66,clear sky
639,Batsfjord,No,70.6345,29.7185,35.53,74,75,3.44,broken clouds
640,Maanshan,Cn,31.6957,118.4983,62.73,61,100,4.7,overcast clouds
641,Dhemaji,In,27.4833,94.5833,69.44,96,100,3.33,overcast clouds
642,Saint Simons,Us,31.1352,-81.3901,95.05,49,0,13.8,clear sky
643,Fethiye,Tr,36.6217,29.1164,67.87,66,5,6.4,clear sky
644,Svetlograd,Ru,45.3353,42.8547,49.59,88,100,10.02,overcast clouds
645,Valdosta,Us,30.8327,-83.2785,93.69,40,0,12.66,clear sky
646,Macduff,Gb,57.6701,-2.4969,59.22,71,88,5.12,overcast clouds
647,Teya,Ru,60.3778,92.6267,52.12,72,83,4.0,broken clouds
648,Port-Cartier,Ca,50.0334,-66.8654,53.74,49,97,12.64,overcast clouds
649,Ixtapa,Mx,20.7,-105.2,92.7,32,10,9.26,clear sky
650,Gusau,Ng,12.1628,6.6614,91.56,33,92,8.9,overcast clouds
651,Grand-Lahou,Ci,5.1367,-5.0242,79.05,88,100,7.16,light rain
652,Flin Flon,Ca,54.7682,-101.865,52.14,27,92,13.53,overcast clouds
653,Aksarka,Ru,66.5606,67.7975,33.93,96,100,21.0,overcast clouds
654,Yebaishou,Cn,41.3975,119.6408,57.18,63,0,4.7,clear sky
655,Benalla,Au,-36.55,145.9833,31.75,89,1,5.19,clear sky
656,Zlobin,Hr,45.2924,14.6541,56.62,70,0,4.61,clear sky
657,Oranjestad,Aw,12.524,-70.027,79.84,86,94,26.19,overcast clouds
658,Northam,Gb,51.0333,-4.2167,54.66,85,100,4.41,overcast clouds
659,Egvekinot,Ru,66.3167,-179.1667,29.95,96,99,4.85,overcast clouds
660,Magnolia,Us,33.2671,-93.2393,90.73,27,0,12.91,clear sky
661,Gharghoda,In,22.1667,83.35,83.01,45,17,1.95,few clouds
662,Teguise,Es,29.0605,-13.564,66.42,73,20,25.32,few clouds
663,College,Us,64.8569,-147.8028,61.29,39,40,6.91,scattered clouds
664,Ishikari,Jp,43.2397,141.3539,55.26,92,97,4.12,overcast clouds
665,El Rosario,Mx,24.2556,-107.1828,87.51,36,3,12.35,clear sky
666,Yermakovskoye,Ru,53.2831,92.4003,64.96,64,100,21.88,light rain
667,Nioro,Gm,13.35,-15.75,86.88,41,27,15.64,scattered clouds
668,Obo,Cf,5.3998,26.4869,70.48,93,100,1.59,light rain
669,Tongliao,Cn,43.6125,122.2653,61.11,40,2,5.08,clear sky
670,Arona,Es,28.0996,-16.681,69.03,71,0,10.36,clear sky
671,Lodingen,No,68.414,15.9951,48.34,83,100,5.41,overcast clouds
672,Kolondieba,Ml,11.0882,-6.8926,89.53,36,70,2.71,broken clouds
673,Poreba,Pl,50.4883,19.339,62.82,41,0,1.14,clear sky
674,Xiongyue,Cn,40.1774,122.1228,59.5,63,20,7.0,few clouds
675,Batuan,Ph,9.7808,124.1484,73.2,95,84,4.63,broken clouds
676,Oranjemund,Na,-28.55,16.4333,55.02,80,42,8.5,scattered clouds
677,Krasyliv,Ua,49.6519,26.9725,50.5,75,43,6.33,scattered clouds
678,Corpus Christi,Us,27.8006,-97.3964,90.21,66,40,25.32,scattered clouds
